Merchant Name,Aug 20,Sep 20,Okt 20,Nov 20,Dez 20,Jan 21,Feb 21,Mär 21,Apr 21,Mai 21,Jun 21,Jul 21,Aug 21,Sep 21,Okt 21,Nov 21,Dez 21,Jan 22,Feb 22,Mär 22,Apr 22,Mai 22,Jun 22,Jul 22,Aug 22,Sep 22
Merchant 427,22,26,56,44,34,24,44,30,33,51,53,63,48,66,63,68,59,66,50,68,53,61,37,38,34,52
Merchant 428,20,11,22,11,15,11,5,27,164,22,5,17,11,22,5,17,9,5,5,168,5,22,0,39,24,22
Merchant 429,0,0,126,0,0,0,2,0,148,0,0,0,0,0,161,0,0,2,0,0,170,0,0,2,5,0
Merchant 430,116,332,821,5,290,525,308,218,226,201,314,296,310,211,1004,5,351,565,332,253,0,629,308,345,338,289
Merchant 431,2,52,55,63,120,413,85,62,66,65,70,366,3,66,68,66,66,611,85,74,81,79,80,431,85,0
Merchant 432,0,96,0,0,100,103,0,105,0,107,0,107,0,111,2,109,5,113,2,113,0,111,0,120,0,115
Merchant 433,208,192,576,324,238,229,285,255,270,378,87,413,205,243,294,310,377,286,303,626,0,0,0,0,0,0
Merchant 434,9,6,6,7,7,7,6,7,6,6,9,7,6,7,6,9,7,5,6,5,6,11,7,11,11,13
Merchant 435,3234,379,375,3380,390,686,3585,386,428,3720,440,742,3870,452,453,4053,491,830,4290,505,488,4561,540,1008,611,4528
Merchant 436,17,13,218,11,22,90,15,31,33,16,2,31,16,9,243,22,27,122,5,28,38,28,6,26,18,5
Merchant 437,181,3,7,9,3,165,197,9,35,0,0,0,0,425,2,2,7,416,2,3,5,48,24,413,37,6
Merchant 438,13,695,28,1124,192,737,24,1241,42,1132,80,769,15,756,7,1236,262,866,20,1405,28,1338,38,881,17,867
Merchant 439,776337,763875,779079,770898,787655,779257,797674,787533,795902,788250,803397,797861,810788,804956,816526,812356,823737,818186,830408,821659,833992,829696,848532,852482,868044,873040
Merchant 440,2423,2765,2520,2809,2545,3278,2783,2998,2689,2996,2746,3146,2696,3208,3020,3301,3051,3541,3099,3823,3232,3565,3230,3728,3216,3643
Merchant 441,11,18,18,18,22,0,0,6,9,7,6,17,15,11,7,9,5,0,6,3,2,9,17,13,13,9
Merchant 442,52,31,45,41,41,38,56,37,44,65,39,44,31,41,52,42,46,73,39,51,81,57,57,51,55,48
Merchant 443,0,0,5,0,0,0,0,0,90,0,0,0,0,0,17,0,0,0,0,0,111,0,0,0,0,5
Merchant 444,20439,17893,17907,43752,736,13334,14273,16079,25232,46510,1360,16070,41151,1596,23020,48581,1297,18147,36527,3515,41242,53542,4060,28192,48000,3988
Merchant 445,3,45,94,5,0,3,41,30,26,3,7,2,11,0,136,5,0,11,31,34,20,5,0,3,3,2
Merchant 446,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 447,3262,4542,3384,4668,3469,5134,3367,5040,3563,5147,3702,5238,3772,5299,3916,5373,3990,5929,4129,6255,4742,6324,4848,6640,5274,6766
Merchant 448,61,3,2,7,0,77,2,2,96,30,15,98,13,13,3,0,0,124,0,7,124,42,17,131,6,5
Merchant 449,3,0,115,0,0,113,15,6,115,50,0,192,7,0,65,103,26,231,11,0,53,207,18,266,45,2
Merchant 450,844,1184,979,1008,1153,1033,867,1026,961,980,987,1015,1037,1210,1072,1283,1212,1195,1220,1353,1212,1410,1203,1199,1144,1314
Merchant 451,31,27,243,28,27,115,37,7,155,31,30,123,39,31,118,153,26,119,27,31,120,30,31,135,39,37
Merchant 452,0,0,0,0,66,2,17,2,6,9,5,5,0,0,2,2,96,2,22,3,6,16,5,2,7,3
Merchant 453,11,16,16,17,24,26,17,15,162,13,24,9,22,0,6,16,9,59,22,20,177,16,17,7,24,17
Merchant 454,5,3,2,2,0,0,0,0,0,53,0,148,22,2,0,3,0,5,9,2,0,83,157,2,2,0
Merchant 455,62,38,6997,62,38,7274,77,102,7252,74,65,7583,70,56,7791,70,33,8298,76,96,8485,83,62,8775,66,76
Merchant 456,2382,2587,2517,3143,3352,2841,2671,3348,3097,4091,3563,3009,3480,3348,3526,3667,4114,4295,3706,4190,3593,3709,3716,3536,3792,3478
Merchant 457,199574,202022,205018,207029,213618,218557,226433,226805,231409,234864,241761,245181,248059,251191,254547,257157,260256,263115,266390,267551,270068,271911,275137,277558,279018,275788
Merchant 458,517,547,2,451,1212,623,863,933,889,952,1043,977,994,1160,1078,1128,1321,1118,1201,1347,2527,0,1497,1349,1418,1635
Merchant 459,0,0,0,0,0,0,44,6,5,0,0,0,5,0,0,0,5,28,30,5,0,0,0,0,0,6
Merchant 460,0,7,80,16,0,166,18,26,0,18,74,3,2,9,85,33,100,0,27,0,22,18,103,9,0,2
Merchant 461,0,0,0,20,0,0,3,0,0,0,0,0,0,0,0,34,0,0,9,0,2,0,0,0,0,0
Merchant 462,255,279,270,277,271,4121,290,328,290,283,305,275,301,366,273,336,312,4630,325,357,321,327,281,321,231,355
Merchant 463,0,0,37,0,0,328,6,393,155,0,48,0,0,48,0,0,0,368,0,432,0,0,0,56,0,0
Merchant 464,8823,6559,8521,48273,9070,7814,10928,8900,8239,21187,8826,8475,12058,9389,4704,64526,11917,9207,11973,9838,9658,25347,10653,10472,14162,10645
Merchant 465,2,455,2,460,2,869,2,469,2,475,2,877,2,479,2,473,3,937,3,508,3,516,5,980,5,523
Merchant 466,293,285,297,651,340,2,735,2,402,401,416,399,771,2,396,438,873,0,436,423,438,412,436,345,649,0
Merchant 467,87,316,142,124,185,133,1301,1092,464,127,127,258,13,253,17,155,226,170,1480,1526,209,170,176,198,170,122
Merchant 468,212,787,236,3,2,1376,375,562,458,521,844,549,643,781,867,1012,1872,1654,811,1149,1007,1163,1279,911,861,807
Merchant 469,50,48,56,545,409,112,552,55,53,65,578,115,107,57,672,157,127,1252,103,85,112,96,699,146,185,96
Merchant 470,24,384,38,15,211,262,239,534,79,39,42,501,30,498,52,37,436,68,312,629,80,91,30,575,53,600
Merchant 471,19132,19276,19997,20485,21046,21318,21756,22050,22795,23178,23697,24067,24377,24695,25073,25406,25835,25905,26029,26155,26748,27211,27536,27718,27766,28227
Merchant 472,83,80,79,81,76,77,76,77,76,80,80,15,137,70,81,77,79,85,79,74,70,76,76,72,68,66
Merchant 473,0,9,0,0,96,0,6,3,2,96,0,0,13,7,2,2,113,3,0,0,0,107,15,0,16,3
Merchant 474,51,37,1393,35,65,1761,88,778,1538,386,48,1909,52,80,1584,62,62,1940,26,940,1652,62,45,1705,44,62
Merchant 475,157,192,232,177,260,244,208,292,273,231,270,266,221,283,268,300,351,282,294,342,331,250,409,262,342,188
Merchant 476,0,77,0,0,0,87,3,88,0,0,0,92,6,0,100,0,0,107,0,101,0,0,0,101,0,100
Merchant 477,196,9,41,22,5,0,0,247,20,87,7,22,3,243,27,31,9,18,270,5,50,56,18,9,20,285
Merchant 478,3118,1955,1776,30287,2863,2703,3510,3940,3251,12210,4650,3337,4354,5331,2791,44511,5027,3278,4789,5598,4214,16288,5659,10425,6701,25625
Merchant 479,107286,121151,113951,59284,199813,121847,64061,207983,139596,143562,147863,149833,139132,141962,133767,73072,244730,143309,148362,185528,161114,185728,157752,172946,159261,166281
Merchant 480,1340,1388,2147,1412,3071,1772,1391,2480,1939,1473,2641,2049,1643,2074,2636,1772,3231,2210,1735,3007,2438,1773,3118,2408,1875,3293
Merchant 481,1619,1988,1978,1719,2123,506,2168,3737,1921,2410,2136,2630,1885,2623,2421,2138,2604,2861,2114,2779,2020,3178,2565,3238,2374,2990
Merchant 482,31,66,85,85,370,643,96,277,85,72,77,325,65,96,96,94,343,72,959,107,80,94,308,165,148,135
Merchant 483,23188,24896,24396,24745,29332,22564,25526,29038,27068,27267,29704,27536,29759,28719,28395,29064,35473,28968,30679,34634,29829,33943,35159,32614,34663,32056
Merchant 484,116,73,131,130,111,41,940,96,100,137,124,196,239,107,88,131,131,116,1110,209,170,190,255,116,187,94
Merchant 485,7,18,102,37,13,76,31,28,35,30,41,35,22,26,0,0,0,0,130,42,44,20,52,15,13,27
Merchant 486,13000,16772,16909,20456,25179,19283,19208,21464,16667,17680,15600,15471,16600,17723,18609,24145,26682,18628,17289,21675,16079,14065,13266,12142,13991,14617
Merchant 487,18,37,554,51,565,33,28,37,552,37,41,614,42,51,572,44,591,35,35,56,611,42,42,663,85,57
Merchant 488,59,3,17,20,52,5,26,289,33,0,113,0,0,50,44,62,20,15,26,420,62,46,0,26,3,27
Merchant 489,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 490,1043,1043,1070,1065,1043,1068,1039,1015,1101,1128,1199,1235,1251,1206,1251,1271,1201,1217,1174,1167,1194,1235,1268,1242,1305,1275
Merchant 491,0,0,0,0,0,0,0,0,0,0,2027,2,0,0,0,0,0,0,0,0,0,0,1617,48,0,0
Merchant 492,2,0,0,0,0,127,0,0,0,0,0,141,0,0,0,0,0,158,0,0,0,0,0,165,0,0
Merchant 493,371,2,391,2,0,0,428,408,420,3,3,423,0,427,3,423,0,0,880,3,2,463,491,2,502,0
Merchant 494,491,532,19219,663,800,548,516,660,645,552,647,447,470,486,21451,742,743,540,445,517,521,534,545,462,432,391
Merchant 495,17,11,9,11,17,335,101,22,16,11,17,55,6,11,15,15,20,438,136,17,17,28,22,53,44,17
Merchant 496,55,31,42,142,52,16,204,233,277,170,51,26,68,48,55,31,170,0,204,243,270,183,41,24,74,22
Merchant 497,1450,2314,1351,279,573,857,4286,602,1763,615,1953,494,1748,2807,1643,360,484,1127,5077,2110,458,2175,519,2386,296,4735
Merchant 498,0,1182,0,1312,3,1224,5,1236,0,1255,0,1286,0,1327,0,1476,0,1426,7,1412,2,1323,35,1405,33,1388
Merchant 499,33,34,59,41,44,17,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 500,46,74,77,332,243,297,90,92,96,534,122,381,119,101,119,421,347,112,382,142,123,689,130,119,395,120
Merchant 501,7,56,283,28,13,294,15,11,285,26,6,294,6,48,296,30,76,311,28,27,331,51,28,382,51,15
Merchant 502,9,16,9,28,9,15,218,15,24,6,7,13,15,6,6,33,7,13,273,33,6,20,13,11,9,3
Merchant 503,0,0,39,11,55,0,0,0,0,7,0,38,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Merchant 504,0,310,282,26,373,45,0,0,2,290,0,0,0,0,725,107,328,6,2,0,0,48,264,2,2,0
Merchant 505,0,2,0,2,0,39,0,0,0,0,56,0,2,0,0,0,51,0,0,0,0,3,62,5,0,5
Merchant 506,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 507,166,51,153,158,112,12789,9,46,31,176,262,159,221,68,142,129,127,13950,0,194,74,229,187,214,166,41
Merchant 508,177,185,170,172,179,176,173,196,186,209,205,221,205,203,215,204,220,197,201,200,205,204,207,209,208,205
Merchant 509,10450,9651,13323,17460,14046,1971,11053,19086,13867,9359,12817,14939,10974,13984,13311,14999,13417,12399,11647,14103,4053,21985,15851,4867,24536,3410
Merchant 510,2544,52,2661,65,2013,950,68,2650,2817,61,73,2879,53,2636,388,2689,1922,1356,90,2856,453,2890,90,3238,2778,35
Merchant 511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,30,0,0,0,0,0,0,0
Merchant 512,5,449,31,5,6,490,7,469,31,5,487,27,3,513,28,5,7,621,24,597,33,11,649,35,11,669
Merchant 513,0,61,0,96,0,94,0,61,0,57,2,59,0,53,0,56,0,85,0,52,0,51,0,53,0,53
Merchant 514,3,0,0,26,2,0,3,0,0,0,27,3,2,0,28,3,0,3,3,0,0,50,0,0,9,41
Merchant 515,2856,2761,2986,2844,3472,3507,3720,3848,4092,4272,4476,4517,4662,4901,5060,5200,5468,5875,6518,6890,7474,7622,7871,8318,8997,9420
Merchant 516,164,7,0,6,201,5,5,11,3,34,7,0,173,7,9,5,235,9,0,18,20,62,24,222,7,20
Merchant 517,6,15,15,13,3,5,2,0,85,2,6,5,3,0,0,3,7,15,15,9,192,28,33,18,11,6
Merchant 518,31,22,41,34,50,57,30,50,35,22,35,27,31,51,44,50,33,20,42,30,34,27,17,24,53,42
Merchant 519,0,0,133,0,2,135,0,2,147,0,3,153,0,2,162,0,0,176,0,0,181,0,0,181,0,0
Merchant 520,14423,20152,21690,14245,20272,33871,14670,20607,23152,10311,27385,24273,16189,22583,25079,16478,21891,25502,17561,23252,26506,17413,23839,28050,18063,24723
Merchant 521,3,0,127,0,0,157,2,0,155,0,0,0,177,0,162,0,2,173,3,0,159,0,2,170,9,2
Merchant 522,3,554,3,565,0,606,2,597,3,604,0,626,3,625,3,622,2,672,0,674,3,697,9,931,13,671
Merchant 523,0,3,393,0,0,431,0,3,487,2,0,0,548,2,561,3,0,599,2,0,2,626,3,684,0,2
Merchant 524,0,0,0,0,0,0,5,153,26,38,73,37,55,1175,76,27,53,162,828,440,59,59,123,15,329,966
Merchant 525,0,0,0,0,59,6,3,5,0,74,3,0,3,0,0,85,2,3,0,0,0,0,90,0,0,0
Merchant 526,208,704,235,1602,1680,1907,839,969,328,300,1503,281,277,745,282,3025,1613,2330,1142,1348,340,441,1837,419,368,1171
Merchant 527,1550,1693,1709,1735,1765,1621,1744,1780,1818,1832,1859,1889,1748,1914,1972,2005,1996,1824,1983,2025,2045,2066,2123,2108,1909,2095
Merchant 528,11,116,2,112,6,441,11,895,292,119,27,123,20,141,26,131,15,495,13,1309,13,123,13,112,22,144
Merchant 529,6,39,13,5,6,11,2,0,0,5,5,0,526,2,11,11,9,16,6,552,6,74,7,17,11,0
Merchant 530,0,3,2,2,79,0,15,15,0,41,11,9,0,0,5,5,62,83,0,0,0,0,0,0,0,0
Merchant 531,7,0,3,3,2,580,0,7,7,715,0,6,3,5,9,2,3,820,3,3,6,3,885,5,6,5
Merchant 532,1698,1712,1759,1778,1802,1808,1890,1932,2081,2162,2207,2304,2334,2343,2360,2439,2362,2399,2312,2357,2431,2452,2460,2436,2400,2367
Merchant 533,45,42,37,42,101,48,34,55,59,53,79,56,51,76,56,85,59,63,3,11,2,2,7,0,0,15
Merchant 534,3960,1105,5208,1320,5374,5489,1541,6849,3483,4193,4454,3615,3982,3951,3541,1634,5598,5979,4131,4718,3850,4875,4230,4261,4530,4016
Merchant 535,24,26,18,11,22,11,623,192,13,11,11,15,7,26,18,24,35,16,804,123,0,38,17,16,30,0
Merchant 536,22,27,30,45,431,1155,70,147,38,181,55,79,61,20,33,38,20,1713,112,194,59,218,80,31,45,50
Merchant 537,11384,7841,6289,7810,12928,7791,5888,9165,8834,13079,8952,6428,12249,6300,11259,8995,13953,10667,9943,9948,8308,13495,5927,11927,13248,7647
Merchant 538,18,55,587,11,3,636,3,70,628,53,11,657,9,61,617,7,5,645,9,56,691,66,31,725,18,66
Merchant 539,0,56,3,35,11,57,15,6,9,11,11,2,3,55,11,59,11,107,16,11,11,13,22,30,3,53
Merchant 540,30,1525,41,1511,1535,382,16,2238,68,1709,9,1904,37,1802,59,1798,1713,451,567,1879,0,1963,2018,74,1938,11
Merchant 541,0,9,124,15,2,88,91,16,34,162,17,279,0,13,22,17,28,102,94,30,7,34,96,192,0,0
Merchant 542,31,55,56,37,39,38,35,45,65,51,92,92,94,109,81,81,68,63,65,94,52,59,80,57,74,56
Merchant 543,91,61,477,73,65,499,83,548,81,79,575,112,18,115,571,94,92,665,102,96,702,107,693,111,13,168
Merchant 544,11,11,28,558,11,0,0,290,16,26,340,15,15,28,335,357,13,17,403,356,13,22,412,16,18,28
Merchant 545,5,506,6,548,3,966,6,595,11,612,9,863,11,612,11,606,15,1020,9,640,6,667,5,966,6,722
Merchant 546,44,147,51,52,107,55,56,103,57,55,107,57,57,109,56,57,124,62,66,131,70,131,83,73,133,0
Merchant 547,3371,3,2,3394,0,0,3615,0,0,3496,0,3598,0,3,0,3674,0,7,3815,0,0,3672,3,0,3692,0
Merchant 548,2148,2735,2480,2996,3790,1550,2831,2912,2559,2524,2445,2536,2894,2881,2685,3432,3320,3042,3249,3128,2911,2841,2800,2998,3264,3352
Merchant 549,0,2,0,0,55,6,0,2,0,0,3,107,2,2,7,0,0,68,5,0,2,0,0,105,3,0
Merchant 550,0,0,0,0,0,0,0,0,0,3,6,7,0,0,7,6,13,6,11,15,20,17,20,22,27,27
Merchant 551,402,281,436,286,179,600,275,536,891,561,325,1224,294,545,974,558,310,1275,300,560,1015,575,321,1347,300,540
Merchant 552,2,704,79,37,6,846,7,7,876,13,38,946,9,15,989,50,13,1009,9,9,30,1062,18,1020,13,20
Merchant 553,22,0,7,0,3,41,0,3,51,5,26,39,22,0,17,15,18,70,16,17,123,24,33,22,26,90
Merchant 554,737,769,752,778,761,742,761,776,837,867,939,939,994,1015,1031,1090,1081,1116,1116,1128,1147,1186,1206,1223,1231,1325
Merchant 555,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Merchant 556,0,103,102,59,62,62,0,0,165,62,62,126,0,59,130,68,135,0,0,68,122,0,9,236,0,51
Merchant 557,55,61,53,41,72,34,52,56,31,46,55,39,42,62,41,85,53,33,38,44,30,46,15,0,0,0
Merchant 558,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,7,2,2,16,9,2,6
Merchant 559,0,0,20,148,107,15,13,13,15,20,15,22,0,0,11,0,223,13,16,6,24,15,33,0,6,3
Merchant 560,986,852,325,700,904,658,684,1207,283,791,1263,264,887,759,761,774,980,1248,236,1316,374,1353,789,356,1268,342
Merchant 561,5,5,16,5,17,11,9,3,2,6,17,7,9,9,17,20,11,17,11,13,22,9,7,7,7,9
Merchant 562,393,368,538,203,486,453,397,425,455,1081,795,1681,595,977,1510,798,1388,806,1229,1025,1528,728,1022,1434,625,1083
Merchant 563,13,28,11,13,5,5,144,5,9,784,15,15,15,41,181,37,9,186,48,15,52,1114,6,22,6,70
Merchant 564,28642,30413,29818,31183,35311,27086,30297,34218,31792,32008,35072,32609,35002,33825,33071,34646,41075,33399,34693,39532,33669,39038,39706,37140,39270,36108
Merchant 565,50,61,66,52,77,53,990,55,68,59,68,62,53,77,56,85,118,30,1065,131,81,22,94,55,11,0
Merchant 566,2,162,57,3,0,216,22,177,68,3,181,68,0,168,81,0,5,185,6,148,85,0,147,83,0,135
Merchant 567,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Merchant 568,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Merchant 569,2,22,24,5,6,3104,2,2,13,15,18,13,11,30,17,11,16,3655,3,7,22,11,6,17,11,22
Merchant 570,113,85,102,115,50,55,72,102,22,761,183,77,172,48,42,187,50,135,63,186,61,809,90,130,203,22
Merchant 571,0,0,3,9,52,0,5,37,6,5,2,3,2,0,2,27,85,2,56,5,0,0,0,2,0,0
Merchant 572,3,9,148,33,340,190,33,17,150,44,11,142,3,5,144,66,364,203,63,0,166,56,3,168,5,3
Merchant 573,166,155,142,135,129,131,153,131,170,176,142,207,165,181,190,158,147,144,129,165,198,176,161,181,203,181
Merchant 574,216,0,18,76,37,2,0,3,0,18,11,18,285,6,18,90,26,3,0,0,16,6,50,18,7,3
Merchant 575,18,20,2,22,346,141,41,22,20,11,177,22,30,11,17,17,515,118,51,31,17,18,226,17,17,37
Merchant 576,90,693,243,462,11,869,116,5,912,111,3,931,109,11,955,529,0,905,198,37,924,124,122,993,122,115
Merchant 577,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Merchant 578,0,11,96,2,24,137,85,15,5,16,11,16,2,7,2,158,27,148,0,17,3,7,13,9,16,3
Merchant 579,491,486,497,501,462,487,502,482,490,475,458,470,0,473,473,0,0,0,1248,266,289,272,289,303,303,311
Merchant 580,5,283,587,7,20,1569,9,127,817,11,7,1648,11,131,883,6,5,1751,11,74,977,3,73,1739,11,83
Merchant 581,5,33,6,33,85,6,26,27,9,26,13,2,157,37,11,24,9,170,6,61,22,27,164,45,3,33
Merchant 582,28,15,15,37,96,44,22,388,85,27,22,41,11,73,9,11,111,7,204,527,35,13,28,38,22,18
Merchant 583,1271,27,1303,28,1306,17,1347,24,1371,20,1360,38,1408,22,1456,41,1445,22,1491,18,1518,31,5,1604,11,0
Merchant 584,756,647,32080,981,784,1348,2107,1170,1262,1401,1266,1371,963,1136,39057,802,1312,1523,2654,1503,1295,1708,1429,1306,1371,1418
Merchant 585,6,5,1044,3,9,9,6,11,1144,15,11,0,5,2,1206,7,6,9,2,7,1326,13,9,18,6,17
Merchant 586,11,3,6,7,0,179,6,13,0,7,6,3,0,11,3,9,0,258,18,7,9,5,11,11,11,17
Merchant 587,38,34,20,22,22,27,124,45,30,28,27,24,26,34,22,42,33,31,190,31,0,107,38,22,24,0
Merchant 588,615,39,48,63,68,26,845,33,35,74,46,63,765,68,76,74,80,7,939,74,76,52,96,85,821,85
Merchant 589,36340,211036,117060,45203,247596,117632,142309,118251,105734,215005,154259,75453,206198,154509,142958,48268,286760,144590,162458,170568,163692,180418,163343,167183,163605,159487
Merchant 590,26,0,6,3,7,3,7,11,2,0,0,2,0,0,0,0,15,3,0,0,0,0,0,0,0,0
Merchant 591,0,0,33,0,0,68,0,0,31,0,0,0,37,0,53,0,0,38,0,0,0,0,5,51,0,0
Merchant 592,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 593,2133,2160,2066,2088,2199,2290,2129,3319,2149,2153,2498,2192,2180,2303,2315,2436,2714,4241,2791,3182,2918,2955,3286,3033,3012,3382
Merchant 594,161,197,211,4589,540,183,188,290,247,250,270,236,247,227,236,6341,664,303,223,392,325,340,342,299,327,327
Merchant 595,1330,830,2709,830,597,3687,769,1347,4467,1376,896,6019,919,1451,4825,1443,887,6385,867,1489,4948,1511,927,6681,872,1504
Merchant 596,0,0,2,0,9,2,3,2,0,0,0,0,6,2,2,5,0,0,3,0,5,3,0,0,0,0
Merchant 597,15,18,6,11,5,16,15,35,26,16,16,11,17,7,3,6,11,6,9,16,11,6,13,13,15,3
Merchant 598,2,35,13,31,7,44,305,179,27,34,18,11,35,35,33,9,7,28,332,24,17,24,24,11,17,30
Merchant 599,15,9,1543,13,16,1632,24,6,1733,16,22,1797,22,11,1885,17,30,1824,137,18,2024,13,16,2074,11,15
Merchant 600,188,192,198,190,192,198,207,215,227,232,242,250,258,277,268,289,296,289,282,293,356,321,342,362,385,384
Merchant 601,0,0,100,223,9,103,27,0,11,0,2,161,0,0,292,140,103,208,22,34,17,18,257,9,0,374
Merchant 602,3661,3709,3723,3702,3783,3958,3847,3837,4051,4169,4295,4413,4471,4509,4456,4626,4493,4573,4507,4552,4658,4629,4831,4775,4675,4689
Merchant 603,1870,1709,1709,33,3808,26,1946,2088,4539,88,3944,2013,74,4029,2031,2018,2081,658,4021,2072,2096,2090,2055,2119,18,2056
Merchant 604,2,5,6,0,0,2,0,2,68,5,0,2,2,0,3,0,0,2,2,0,5,68,6,2,5,0
Merchant 605,2,0,247,2,3,262,0,26,268,5,15,277,3,0,266,0,0,301,0,3,317,17,7,324,2,2
Merchant 606,3,5,2,3,146,3,18,11,6,6,3,7,0,2,2,3,183,2,0,13,3,0,2,109,2,0
Merchant 607,0,5,0,3,0,9,2,135,5,0,0,31,15,6,26,0,22,15,0,16,774,6,5,20,0,0
Merchant 608,15,9,1758,30,26,1889,22,15,2016,28,13,2149,27,22,2268,27,33,2266,31,7,2347,39,22,2346,28,22
Merchant 609,233,223,268,26195,296,272,211,294,233,198,221,220,200,173,187,28765,343,294,312,364,277,250,494,233,686,379
Merchant 610,28,0,38,2,22,92,62,7,16,5,2,63,2,2,38,11,17,124,30,6,11,9,5,38,53,2
Merchant 611,0,0,2,0,0,0,0,2,18,151,7,3,0,0,7,5,6,0,3,3,22,179,2,2,3,0
Merchant 612,0,3,5,62,6,46,0,6,16,96,6,3,3,3,6,140,9,2,0,0,0,0,0,0,0,0
Merchant 613,0,11,0,0,0,7,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Merchant 614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 615,133,112,118,120,150,135,137,148,165,175,159,153,175,205,181,192,181,186,176,183,205,215,212,181,204,196
Merchant 616,48,44,42,46,52,45,50,48,57,62,48,68,83,91,85,80,100,85,68,131,115,119,115,116,107,116
Merchant 617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 618,3,5,656,11,3,672,5,2,693,680,5,689,5,5,732,6,7,732,7,6,745,713,3,760,5,9
Merchant 619,132976,133756,134016,134223,133342,131240,133693,140012,142721,146151,149571,152494,154498,156104,157403,159528,160654,161055,157889,155836,164299,166797,168730,169793,171179,171530
Merchant 620,11,9,11,7,9,6,9,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 621,53,3705,115,3922,48,50,4319,214,4511,53,4574,126,4754,130,4962,153,96,5171,137,249,159,5579,5763,216,6120,223
Merchant 622,5419,5525,6124,6337,6444,6522,6627,6747,6840,6932,7038,7136,7183,7348,7417,7502,6800,6870,6928,7016,7060,7113,7165,7119,7112,7157
Merchant 623,34,185,3371,74,56,3757,63,53,3618,68,192,4063,51,59,4018,87,62,4491,66,68,4243,118,68,4643,81,68
Merchant 624,11,6,505,5,20,715,24,3,905,11,11,549,6,11,562,11,17,667,6,46,1100,16,9,654,22,15
Merchant 625,11,28,2059,17,6,2129,44,7,2229,20,27,1336,1061,22,1950,523,35,2552,53,34,1770,889,26,2768,44,22
Merchant 626,0,0,0,0,0,0,0,0,0,0,0,0,70,16,11,100,5,3,24,20,0,20,0,0,0,0
Merchant 627,7,5,357,7,6,362,5,6,356,9,3,423,16,20,416,9,11,469,9,9,501,9,13,587,16,17
Merchant 628,28,27,26,31,30,31,28,37,31,39,41,41,42,35,34,39,37,39,41,41,46,44,48,42,59,68
Merchant 629,0,0,0,0,0,0,227,133,53,516,544,0,122,140,305,0,30,815,119,144,308,0,863,0,123,0
Merchant 630,44,42,1666,44,53,1793,59,59,1894,51,55,1975,72,52,2059,59,55,2145,59,62,2658,79,62,2493,61,62
Merchant 631,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Merchant 632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 633,28,34,153,38,266,168,48,918,61,62,242,187,59,164,35,131,91,46,239,1161,126,37,268,290,5,57
Merchant 634,158,183,153,204,183,192,187,264,223,251,257,218,318,375,321,393,334,314,277,345,235,308,327,233,292,334
Merchant 635,107,133,150,119,150,146,142,144,133,129,158,146,124,131,136,203,175,148,130,166,158,186,136,161,100,65
Merchant 636,1867,1766,1723,1737,2621,1518,1959,2353,2005,1513,2887,1883,2035,2025,1883,1911,2648,2010,2192,2375,2197,2334,2435,2062,2064,2129
Merchant 637,0,0,9,11,11,15,774,52,11,13,15,16,0,0,11,13,27,3,13,746,15,15,33,0,0,16
Merchant 638,13,22,22,37,462,96,22,28,42,11,490,31,28,22,27,37,525,133,22,27,30,44,136,24,28,24
Merchant 639,5,13,24,35,66,233,62,27,33,34,222,38,0,17,45,50,105,231,100,52,66,53,281,70,11,18
Merchant 640,0,7,0,20,3,38,0,0,50,38,0,53,0,11,3,17,2,56,0,0,63,57,56,2,0,0
Merchant 641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
